College,Program,Head Count
Niagara College,Police Foundations,495
Niagara College,Practical Nursing,251
Niagara College,Preparatory Health Sciences,243
Niagara College,Public Relations,26
Niagara College,Recreation And Leisure Services,52
Niagara College,Recreation Therapy,103
Niagara College,Renovation Techniques,28
Niagara College,Retail Pharmacy Assistant,22
Niagara College,Social Service Worker,135
Niagara College,Sport Management,41
Niagara College,Tourism,99
Niagara College,Welding Engineering Technician,69
Niagara College,Welding Techniques,13
Niagara College,Wine Business Management,37
Niagara College,Winery And Viticulture Technician,64
Niagara College,Total,"8,636"
Northern College,Administration Studies,53
Northern College,Animal Care,38
Northern College,Animal Grooming,20
Northern College,Business - Accounting,20
Northern College,Business Administration - Accounting,20
Northern College,Child And Youth Worker,18
Northern College,Civil Engineering Technology,29
Northern College,Collaborative Nursing,159
Northern College,Computer Engineering Technician,24
Northern College,Construction Engineering Technician,11
Northern College,Developmental Services Worker,24
Northern College,Early Childhood Education,24
Northern College,Educational Assistant,18
Northern College,Electrical Engineering Technician,61
Northern College,Electrical Engineering Technology,10
Northern College,General Arts And Science - One-year,15
Northern College,Instrumentation Engineering Technician,28
Northern College,Law Clerk,47
Northern College,Medical Laboratory Assistant,11
Northern College,Mining Engineering Technician,32
Northern College,Motive Power Technician,11
Northern College,Office Administration - Executive,15
Northern College,Office Administration - General,20
Northern College,Paramedic,48
Northern College,Personal Support Worker,30
Northern College,Police Foundations,43
Northern College,Practical Nursing,90
Northern College,Preparatory Health Sciences,37
Northern College,Social Service Worker,131
Northern College,Veterinary Technician,107
Northern College,Veterinary Technology,32
Northern College,Welding Engineering Technician,10
Northern College,Total,"1,305"
St. Clair College,Advertising,138
St. Clair College,Animation,86
St. Clair College,Architectural Technology,118
St. Clair College,Autism And Behavioural Science,31
St. Clair College,Business,40
St. Clair College,Business - Accounting,127
St. Clair College,Business - Marketing,65
St. Clair College,Business Administration - Accounting,182
St. Clair College,Business Administration - Finance,72
St. Clair College,Business Administration - Human Resources,150
St. Clair College,Business Administration - International Business,47
St. Clair College,Business Administration - Marketing,123
St. Clair College,Business Administration - Professional Golf Management,20
St. Clair College,Cardiovascular Technology,50
St. Clair College,Chemical Laboratory Technology,91
St. Clair College,Child And Youth Worker,219
St. Clair College,Civil Engineering Technology,126
St. Clair College,Collaborative Nursing,350
St. Clair College,Community And Justice Services,65
St. Clair College,Computer Systems Technician,79
St. Clair College,Computer Systems Technology,146
St. Clair College,Construction Engineering Technician,42
St. Clair College,Court And Tribunal Agent,73
St. Clair College,Culinary Management,96
St. Clair College,Dental Assisting (levels I And Ii),54
St. Clair College,Dental Hygiene,80
St. Clair College,Developmental Services Worker,113
St. Clair College,Early Childhood Education,353
St. Clair College,Educational Assistant,118
St. Clair College,Electrical Engineering Technician,52
St. Clair College,Electrical Techniques,99
St. Clair College,Electronics Engineering Technology,69
St. Clair College,Energy Systems Engineering Technology,45
St. Clair College,Entertainment Technology,52
St. Clair College,Esthetician,76
St. Clair College,Food And Nutrition Management,17
St. Clair College,Fundamentals of Fitness Leadership,25
St. Clair College,General Arts And Science,56
St. Clair College,General Arts And Science - One-year,58
St. Clair College,Graphic Design,104
St. Clair College,"Heating, Refrigeration And Air Conditionning Technician",90
St. Clair College,Horticulture Technician,58
St. Clair College,Hospitality Management,109
St. Clair College,Interior Design,88
St. Clair College,International Business Management,48
St. Clair College,Journalism - Print And Broadcasting,82
St. Clair College,Law And Security Administration,435
St. Clair College,Manufacturing Technician - Wood Products,48
St. Clair College,Mechanical Engineering Technician,31
St. Clair College,Mechanical Engineering Technology,76
St. Clair College,Mechanical Technician,27
St. Clair College,Medical Imaging Technology - Ultrasonography,48
St. Clair College,Medical Laboratory Assistant,36
St. Clair College,Medical Laboratory Technology,106
St. Clair College,Motive Power Technician,60
St. Clair College,Music Theatre - Performance,73
St. Clair College,Native Community Worker,13
St. Clair College,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),56
St. Clair College,Office Administration - Executive,64
St. Clair College,Office Administration - General,110
St. Clair College,Office Administration - Legal,69
St. Clair College,Office Administration - Medical,109
St. Clair College,Paramedic,105
St. Clair College,Personal Support Worker,179
St. Clair College,Pharmacy Technician,80
St. Clair College,Plumbing Techniques,49
St. Clair College,Police Foundations,101
St. Clair College,Powerline Technician,83
St. Clair College,Practical Nursing,570
St. Clair College,Pre-technology,87
St. Clair College,Preparatory Health Sciences,483
St. Clair College,Public Relations,32
St. Clair College,Renovation Techniques,25
St. Clair College,Respiratory Therapy,51
St. Clair College,Social Service Worker - Gerontology,79
St. Clair College,Stationary Engineering Technology,77
St. Clair College,Sustainable Energy Technician,15
St. Clair College,Technology Of Website Development,52
St. Clair College,Tourism And Travel,95
St. Clair College,Veterinary Technician,86
St. Clair College,Welding Techniques,58
St. Clair College,Total,"8,058"
St. Lawrence College,Advertising,37
St. Lawrence College,Advertising,88
St. Lawrence College,Animal Care,58
St. Lawrence College,Autism And Behavioural Science,24
St. Lawrence College,Bachelor Of Applied Arts (behavioural Psychology),256
St. Lawrence College,Behavioural Science Technology,134
St. Lawrence College,Biotechnology Technologist,86
St. Lawrence College,Business,95
St. Lawrence College,Business - Accounting,59
St. Lawrence College,Business - Human Resources,11
St. Lawrence College,Business - Marketing,35
St. Lawrence College,Business Administration,31
St. Lawrence College,Business Administration - Accounting,155
St. Lawrence College,Business Administration - Human Resources,93
St. Lawrence College,Business Administration - Marketing,102
St. Lawrence College,Child And Youth Worker,265
St. Lawrence College,Civil Engineering Technology,147
St. Lawrence College,Collaborative Nursing,638
St. Lawrence College,Community And Justice Services,108
St. Lawrence College,Community Integration Through Co-operative Education,14
St. Lawrence College,Computer Networking And Technical Support,81
St. Lawrence College,Computer Programmer Analyst,90
St. Lawrence College,Culinary Management,32
St. Lawrence College,Culinary Skills - Chef Training,18
St. Lawrence College,Digital Arts For Musicians,72
St. Lawrence College,Early Childhood Education,254
St. Lawrence College,Electrical Engineering Technician,106
St. Lawrence College,Energy Systems Engineering Technician,25
St. Lawrence College,Energy Systems Engineering Technology,53
St. Lawrence College,Environmental Technician,38
St. Lawrence College,Esthetician,36
St. Lawrence College,Fine Arts And Crafts,29
St. Lawrence College,Fitness And Health Promotion,94
St. Lawrence College,Game Design And Development,45
St. Lawrence College,General Arts And Science,139
St. Lawrence College,General Arts And Science - One-year,160
St. Lawrence College,Graphic Design,127
St. Lawrence College,Health Records Administration,32
St. Lawrence College,Hospitality And Tourism Management,49
St. Lawrence College,Hospitality Management,38
St. Lawrence College,Instrumentation Engineering Technician,17
St. Lawrence College,Instrumentation Engineering Technology,42
St. Lawrence College,Journalism - Print,23
St. Lawrence College,Law Clerk,26
St. Lawrence College,Mechanical Technician,27
St. Lawrence College,Medical Laboratory Assistant,46
St. Lawrence College,Medical Laboratory Technology,116
St. Lawrence College,Music Theatre - Performance,85
St. Lawrence College,Office Administration - General,41
St. Lawrence College,Office Administration - Legal,84
St. Lawrence College,Office Administration - Medical,60
St. Lawrence College,Paramedic,78
St. Lawrence College,Personal Support Worker,111
St. Lawrence College,Police Foundations,345
St. Lawrence College,Practical Nursing,373
St. Lawrence College,Pre-service Firefighter Education And Training,23
St. Lawrence College,Preparatory Health Sciences,123
St. Lawrence College,Social Service Worker,239
St. Lawrence College,Veterinary Technology,109
St. Lawrence College,Wind Turbine Technician,35
St. Lawrence College,Total,"5,964"
Sault College,Aircraft Structural Repair Technician,28
Sault College,Aviation Flight Technology,195
Sault College,Building Inspection Technician,38
Sault College,Business,37
Sault College,Business - Accounting,34
Sault College,Child And Youth Worker,89
Sault College,Civil Engineering Technician,38
Sault College,Collaborative Nursing,216
Sault College,Community Integration Through Co-operative Education,17
Sault College,Computer Programmer,41
Sault College,Construction Techniques,23
Sault College,Culinary Management,19
Sault College,Culinary Skills - Chef Training,22
Sault College,Digital Photography And Imaging,34
Sault College,Early Childhood Education,75
Sault College,Electrical Engineering Technician,96
Sault College,Electrical Engineering Technology,13
Sault College,Environmental Technician,36
Sault College,Environmental Technology,32
Sault College,Esthetician,25
Sault College,Fish And Wildlife Technician,95
Sault College,Fitness And Health Promotion,26
Sault College,Forest Recreation Technician,49
Sault College,Forestry Technician,18
Sault College,Game Design And Development,32
Sault College,General Arts And Science,28
Sault College,General Arts And Science - One-year,50
Sault College,Geographic Information Systems,20
Sault College,Graphic Design,31
Sault College,Hospitality Management,12
Sault College,Law And Security Administration,24
Sault College,Manufacturing Engineering Technician,43
Sault College,Metal Fabrication Technician,44
Sault College,Motive Power Technician,33
Sault College,Natural Resources - Law Enforcement,18
Sault College,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),64
Sault College,Office Administration - Executive,24
Sault College,Peace and Conflict Studies,17
Sault College,Personal Support Worker,56
Sault College,Pharmacy Technician,43
Sault College,Police Foundations,116
Sault College,Practical Nursing,127
Sault College,Pre-technology,25
Sault College,Preparatory Health Sciences,76
Sault College,Renovation Techniques,11
Sault College,Social Service Worker,102
Sault College,Welding Techniques,23
Sault College,Total,"2,350"
Seneca College,911 And Emergency Response,39
Seneca College,Accounting And Payroll,114
Seneca College,Accounting Techniques,19
Seneca College,Acting For Film And Television,54
Seneca College,Advanced Security Management,32
Seneca College,Air Carrier/airport Management,77
Seneca College,Animation,123
Seneca College,Art Fundamentals,105
Seneca College,Bachelor of Applied Arts (Child Development),243
Seneca College,Bachelor of Applied Arts (Therapeutic Recreation),96
Seneca College,Bachelor Of Applied Business (financial Services Management),125
Seneca College,Bachelor Of Applied Business (human Resources Strategy And Technology,144
Seneca College,Bachelor of Applied Business (International Accounting And Finance),230
Seneca College,Bachelor Of Applied Business (international Business Management),56
Seneca College,Bachelor Of Applied Technology (flight Program),223
Seneca College,Bachelor Of Applied Technology (informatics And Security),100
Seneca College,Bachelor Of Applied Technology (software Development),167
Seneca College,Bachelor of Commerce (Business Management),72
Seneca College,Bioinformatics,23
Seneca College,Biotechnology Technologist,206
Seneca College,Brand Management,21
Seneca College,Broadcasting - Radio,78
Seneca College,Broadcasting - Television,102
Seneca College,Building Systems Engineering Technician,52
Seneca College,Business,362
Seneca College,Business - Accounting,649
Seneca College,Business - Marketing,158
Seneca College,Business Administration,901
Seneca College,Business Administration - Accounting,599
Seneca College,Business Administration - Human Resources,297
Seneca College,Business Administration - International Business,179
Seneca College,Business Administration - Marketing,216
Seneca College,Chemical Engineering Technology,138
Seneca College,Chemical Laboratory Technician,224
Seneca College,Chemical Laboratory Technology,161
Seneca College,Child And Youth Worker,253
Seneca College,Civil Engineering Technician,104
Seneca College,Civil Engineering Technology,360
Seneca College,Collaborative Nursing,471
Seneca College,College Vocational,17
Seneca College,College Vocational,28
Seneca College,Computer Animation,21
Seneca College,Computer Engineering Technology,248
Seneca College,Computer Networking And Technical Support,307
Seneca College,Computer Programmer,148
Seneca College,Computer Programmer Analyst,360
Seneca College,Computer Systems Technology,423
Seneca College,Corporate Media Production,37
Seneca College,Cosmetic Techniques,100
Seneca College,Court And Tribunal Administration,59
Seneca College,Court And Tribunal Agent,289
Seneca College,Creative Advertising,117
Seneca College,Digital Photography And Imaging,71
Seneca College,Early Childhood Education,976
Seneca College,Electronics Engineering Technician,132
Seneca College,Electronics Engineering Technology,181
Seneca College,Enterprise Database Management,25
Seneca College,Environmental Control,16
Seneca College,Environmental Technician,57
Seneca College,Environmental Technology,74
Seneca College,Esthetician,69
Seneca College,Esthetics and Spa Therapies,40
Seneca College,Event Management,42
Seneca College,Fashion Arts,137
Seneca College,Fashion Merchandising,77
Seneca College,Fashion Merchandising,101
Seneca College,Fashion Studies,27
Seneca College,Financial Planning Management,32
Seneca College,Financial Services,42
Seneca College,Financial Services Compliance Administration,21
Seneca College,Fire Protection Technician,111
Seneca College,Fire Protection Technology,245
Seneca College,Forensic Accounting,21
Seneca College,Game Design And Development,12
Seneca College,General Arts And Science,532
Seneca College,General Arts And Science - One-year,709
Seneca College,Government Administration,23
Seneca College,Graphic Design,291
Seneca College,Green Business Management,17
Seneca College,Hospitality Management,169
Seneca College,Human Resources Management,103
Seneca College,Independent Illustration,52
Seneca College,Independent Music Production,35
Seneca College,Insurance,87
Seneca College,International Business,371
Seneca College,International Business Management,24
Seneca College,Journalism - Broadcast,123
Seneca College,Law Clerk,275
Seneca College,Library And Information Technician,142
Seneca College,Logistics And Supply Chain Management,46
Seneca College,Marketing Management,21
Seneca College,Mechanical Engineering Technician,23
Seneca College,Mechanical Engineering Technology,112
Seneca College,Mechanical Techniques,75
Seneca College,Media Arts,170
Seneca College,Office Administration - Executive,51
Seneca College,Office Administration - Legal,28
Seneca College,Office Administration - Medical,146
Seneca College,Opticianry,137
Seneca College,Police Foundations,554
Seneca College,Practical Nursing,435
Seneca College,Pre-business,138
Seneca College,Pre-media,25
Seneca College,Pre-service Firefighter Education And Training,101
Seneca College,Pre-technology,70
Seneca College,Preparatory Health Sciences,136
Seneca College,Professional Accounting Practice,34
Seneca College,Project Management,42
Seneca College,Property Management,90
Seneca College,Public Relations,106
Seneca College,Recreation - Parks Operation And Services,56
Seneca College,Recreation And Leisure Services,56
Seneca College,Regulatory Affairs,38
Seneca College,Retail Florist,29
Seneca College,Social Service Worker,813
Seneca College,Social Service Worker - Gerontology,70
Seneca College,Technical Writer,31
Seneca College,Tourism And Travel,405
Seneca College,Transportation And Distribution,248
Seneca College,Travel Counsellor,35
Seneca College,Underwater Skills,39
Seneca College,Veterinary Technician,164
Seneca College,Visual Merchandising Arts,99
Seneca College,Total,"19,837"
Sheridan College,"Advanced Special Effects Makeup, Prosthetics and Props",28
Sheridan College,Advanced Television And Film,48
Sheridan College,Advertising,137
Sheridan College,Advertising,230
Sheridan College,Advertising - Media Marketing And Sales,19
Sheridan College,Animal Care,86
Sheridan College,Architectural Technician,63
Sheridan College,Architectural Technology,272
Sheridan College,Art Fundamentals,374
Sheridan College,Bachelor Of Applied Arts (animation),497
Sheridan College,Bachelor Of Applied Arts (illustration),358
Sheridan College,Bachelor Of Applied Arts (interior Design),124
Sheridan College,Bachelor of Applied Arts (Music Theatre Performance),88
Sheridan College,Bachelor of Applied Arts (Photography),156
Sheridan College,Bachelor Of Applied Business (international Business Management),99
Sheridan College,Bachelor Of Applied Health Sciences (athletic Therapy),195
Sheridan College,Bachelor of Applied Health Sciences (Exercise Sciences and Health Promotion),102
Sheridan College,Bachelor Of Applied Information Sciences (information Systems Security),62
Sheridan College,Bachelor of Early Childhood Leadership,122
Sheridan College,Banking And Wealth Management,145
Sheridan College,Business,334
Sheridan College,Business - Accounting,239
Sheridan College,Business - Finance,188
Sheridan College,Business - Human Resources,142
Sheridan College,Business - Marketing,240
Sheridan College,Business Administration - Accounting,573
Sheridan College,Business Administration - Finance,384
Sheridan College,Business Administration - Human Resources,348
Sheridan College,Business Administration - Marketing,538
Sheridan College,Business Process Management,43
Sheridan College,Ceramics - Advanced,59
Sheridan College,Chemical Engineering Technology,100
Sheridan College,Chemical Laboratory Technician,157
Sheridan College,Child And Youth Worker,381
Sheridan College,Community And Justice Services,206
Sheridan College,Community Worker,63
Sheridan College,Computer Animation,43
Sheridan College,Computer Engineering Technician,56
Sheridan College,Computer Engineering Technology,147
Sheridan College,Computer Graphics,22
Sheridan College,Computer Networking And Technical Support,168
Sheridan College,Computer Programmer,209
Sheridan College,Computer Systems Technician,164
Sheridan College,Computer Systems Technology,730
Sheridan College,Cosmetic Techniques,192
Sheridan College,Court And Tribunal Agent,319
Sheridan College,Design And Visual Arts - General,205
Sheridan College,Digital Design - Game Design,13
Sheridan College,Early Childhood Education,816
Sheridan College,Educational Assistant,111
Sheridan College,Electrical Techniques,165
Sheridan College,Electro-mechanical Engineering Technician,60
Sheridan College,Electro-mechanical Engineering Technology,130
Sheridan College,Electronics Engineering Technician,112
Sheridan College,Electronics Engineering Technology,109
Sheridan College,Emergency Management,18
Sheridan College,Enterprise Database Management,17
Sheridan College,Environmental Control,10
Sheridan College,Environmental Technician,34
Sheridan College,Esthetician,37
Sheridan College,Film And Television Production,222
Sheridan College,Fine Arts And Crafts - Advanced,538
Sheridan College,Fundamentals of Fitness Leadership,37
Sheridan College,Game Design And Development,12
Sheridan College,General Arts And Science,151
Sheridan College,General Arts And Science - One-year,400
Sheridan College,Human Resources Management,114
Sheridan College,Interior Decorating,160
Sheridan College,International Business Management,37
Sheridan College,Investigation - Public And Private,104
Sheridan College,Journalism - New Media,33
Sheridan College,Journalism - Print And Broadcasting,198
Sheridan College,Marketing Management,34
Sheridan College,Mechanical Engineering Technician,141
Sheridan College,Mechanical Engineering Technology,221
Sheridan College,Mechanical Technician,38
Sheridan College,Mechanical Techniques,106
Sheridan College,Media Arts - Interactive Multimedia,21
Sheridan College,Media Fundamentals,194
Sheridan College,Microcomputer Support Services,13
Sheridan College,Music Theatre - Performance,83
Sheridan College,Office Administration - Executive,91
Sheridan College,Office Administration - General,19
Sheridan College,Office Administration - Legal,55
Sheridan College,Office Administration - Medical,136
Sheridan College,Personal Financial Services,25
Sheridan College,Personal Support Worker,32
Sheridan College,Pharmacy Technician,101
Sheridan College,Police Foundations,591
Sheridan College,Practical Nursing,293
Sheridan College,Pre - Theatre Arts,76
Sheridan College,Pre-technology,11
Sheridan College,Project Management,51
Sheridan College,Public Relations,35
Sheridan College,Quality Assurance - Manufacturing And Management,11
Sheridan College,Sheridan - York Bachelor Of Design,402
Sheridan College,Social Service Worker,567
Sheridan College,Social Service Worker - Gerontology,116
Sheridan College,Telecommunications Technology,81
Sheridan College,Theatrical Production Arts,78
Sheridan College,Tourism And Travel,138
Sheridan College,Veterinary Technician,97
Sheridan College,Visual Merchandising Arts,103
Sheridan College,Welding Techniques,48
Sheridan College,Total,"17,106"
Sir Sandford Fleming College,Art Fundamentals,12
Sir Sandford Fleming College,Artist Blacksmith,16
Sir Sandford Fleming College,Biotechnology Technologist,157
Sir Sandford Fleming College,Blasting Techniques,55
Sir Sandford Fleming College,Business,68
Sir Sandford Fleming College,Business Administration,66
Sir Sandford Fleming College,Business Administration - Accounting,80
Sir Sandford Fleming College,Business Administration - Human Resources,46
Sir Sandford Fleming College,Business Administration - International Business,61
Sir Sandford Fleming College,Business Administration - Marketing,78
Sir Sandford Fleming College,Child And Youth Worker,129
Sir Sandford Fleming College,Collections Conservation And Management,40
Sir Sandford Fleming College,Community And Justice Services,122
Sir Sandford Fleming College,Community Integration Through Co-operative Education,36
Sir Sandford Fleming College,Computer Engineering Technician,32
Sir Sandford Fleming College,Computer Engineering Technology,50
Sir Sandford Fleming College,Court And Tribunal Agent,103
Sir Sandford Fleming College,Culinary Management,90
Sir Sandford Fleming College,Culinary Skills - Chef Training,23
Sir Sandford Fleming College,Early Childhood Education,166
Sir Sandford Fleming College,Educational Assistant,84
Sir Sandford Fleming College,Electrical Engineering Technician,139
Sir Sandford Fleming College,Electrical Techniques,44
Sir Sandford Fleming College,Emergency Management,21
Sir Sandford Fleming College,Environmental Technician,207
Sir Sandford Fleming College,Environmental Technology,78
Sir Sandford Fleming College,Environmental Visual Communication,10
Sir Sandford Fleming College,Esthetician,28
Sir Sandford Fleming College,Fine Arts And Crafts,26
Sir Sandford Fleming College,Fire Protection Technician,12
Sir Sandford Fleming College,Fish And Wildlife Technician,252
Sir Sandford Fleming College,Fish And Wildlife Technology,82
Sir Sandford Fleming College,Fitness And Health Promotion,67
Sir Sandford Fleming College,Forest Management Technology,89
Sir Sandford Fleming College,Forestry Technician,127
Sir Sandford Fleming College,General Arts And Science - One-year,206
Sir Sandford Fleming College,Geographic Information Systems - Cartographic Specialist,49
Sir Sandford Fleming College,Geological Engineering Technician,56
Sir Sandford Fleming College,Geomatics Technician,19
Sir Sandford Fleming College,Health Records Administration,53
Sir Sandford Fleming College,"Heating, Refrigeration And Air Conditionning Technician",37
Sir Sandford Fleming College,Heavy Equipment Operator,57
Sir Sandford Fleming College,Heavy Equipment Technician,13
Sir Sandford Fleming College,Hospitality Administration,20
Sir Sandford Fleming College,Hospitality Management,22
Sir Sandford Fleming College,Information Security Technology,86
Sir Sandford Fleming College,Instrumentation Engineering Technician,30
Sir Sandford Fleming College,International Business Management,35
Sir Sandford Fleming College,Internet Website Development,20
Sir Sandford Fleming College,Law And Security Administration,145
Sir Sandford Fleming College,Law Clerk,27
Sir Sandford Fleming College,Massage Therapy,87
Sir Sandford Fleming College,Mental Health Worker,114
Sir Sandford Fleming College,Motive Power Techniques - Heavy Equipment,37
Sir Sandford Fleming College,Museum Management,30
Sir Sandford Fleming College,Natural Resources - Law Enforcement,28
Sir Sandford Fleming College,Occupational Therapist Assistant/physiotherapist Assistant (ota/pta),68
Sir Sandford Fleming College,Office Administration - Executive,41
Sir Sandford Fleming College,Office Administration - General,15
Sir Sandford Fleming College,Outdoor Adventure Skills,41
Sir Sandford Fleming College,Paramedic,46
Sir Sandford Fleming College,Personal Support Worker,56
Sir Sandford Fleming College,Pharmacy Technician,60
Sir Sandford Fleming College,Photographic Laboratory Operator,11
Sir Sandford Fleming College,Plumbing Techniques,23
Sir Sandford Fleming College,Police Foundations,249
Sir Sandford Fleming College,Practical Nursing,238
Sir Sandford Fleming College,Pre-service Firefighter Education And Training,38
Sir Sandford Fleming College,Preparatory Health Sciences,58
Sir Sandford Fleming College,Project Management,17
Sir Sandford Fleming College,Recreation And Leisure Services,91
Sir Sandford Fleming College,Recreational Merchandising,44
Sir Sandford Fleming College,Renewable Resource Technician,96
Sir Sandford Fleming College,Renovation Techniques,48
Sir Sandford Fleming College,Resources Technician - Drilling,163
Sir Sandford Fleming College,Social Service Worker,264
Sir Sandford Fleming College,Tourism And Travel,76
Sir Sandford Fleming College,Urban Arboriculture,75
Sir Sandford Fleming College,Urban Forestry Technician,19
Sir Sandford Fleming College,Welding Techniques,43
Sir Sandford Fleming College,Wireless Information Networking,24
Sir Sandford Fleming College,Total,"5,787"
Total,,"216,881"
